POYRAZOGLU_YIGIT 3.967
MEMBER_IN KNEZEVIC_ELLEN 3.900
MEMBER_IN SALAH_WANDA 58.848
MEMBER_IN ADELSON_JACK 68.948
MEMBER_IN JOBS_PENNY 7.773
MEMBER_IN KILIC_TODD 5.238
MEMBER_IN JESUS_PATTI 25.621
MEMBER_IN MOEGREENE_DEE 84.414
MEMBER_IN STANKOVIC_EVAN 20.011
MEMBER_IN KILIC_STANLEY 51.500
MEMBER_IN JANKOWSKI_GABRIELA 29.972
MEMBER_IN JESUS_PATTY 95.142
MEMBER_IN TESSIO_MORRIS 26.713
MEMBER_IN DEMIR_TRAVIS 19.778
MEMBER_IN GOODMAN_MICHELLE 92.846
MEMBER_IN ZASA_RUSS 16.326
MEMBER_IN KOCAMAN_FRANCES 50.327
MEMBER_IN NIKOLIC_MICHELE 36.580
MEMBER_IN DEMIREL_LYLE 40.270
MEMBER_IN SOPRANO_DARRYL 42.718
MEMBER_IN GENOVESE_JEFFREY 42.370
MEMBER_IN KOWALCZYK_ANDRES 39.019
MEMBER_IN KOWALCZYK_ANDREW 70.706
MEMBER_IN JOBS_CAROLYN 62.952
MEMBER_IN SZYMCZAK_MONICA 49.431
MEMBER_IN KAYA_MELODY 1.658
MEMBER_IN SALAH_SONJA 19.478
MEMBER_IN WOZNIAK_ANNIE 99.509
MEMBER_IN KWIATKOWSKI_JODY 35.999
MEMBER_IN SLIM_JOSIE 44.981
MEMBER_IN MANE_JACQUELYN 62.645
MEMBER_IN RONALDO_SANDY 40.905
MEMBER_IN CLEMENZA_CORINNE 11.860
MEMBER_IN GUS_SABRINA 44.828
MEMBER_IN SALAH_RUTH 81.440
MEMBER_IN STOJANOVIC_EMRE 94.414
MEMBER_IN ESCOBAR_KRISTIN 1.688
MEMBER_IN ELLISON_ARTURO 97.466
MEMBER_IN MBAPPE_GUY 30.887
MEMBER_IN RONALDO_SANDI 80.583
MEMBER_IN ROTH_FRANCES 70.242
MEMBER_IN FORD_ELLA 58.722
MEMBER_IN ADELSON_STEFANIE 41.200
MEMBER_IN NEYMAR_ROSEMARIE 66.592
MEMBER_IN KWIATKOWSKI_JOEL 33.692
MEMBER_IN PEKER_VINCE 27.534
MEMBER_IN ZUCKERBERG_TONY 82.809
MEMBER_IN KWIATKOWSKI_ANGEL 57.038
MEMBER_IN MOEGREENE_VIOLA 39.950
MEMBER_IN GENOVESE_GORDON 82.948
MEMBER_IN GOODMAN_EILEEN 34.529
MEMBER_IN JOVANOVIC_THERESE 0.334
MEMBER_IN HEISENBERG_BEATRICE 87.877
MEMBER_IN WOZNIAK_ROMAN 22.522
MEMBER_IN POYRAZOGLU_ELSA 4.047
MEMBER_IN TADIC_ROSALIE 59.017
MEMBER_IN WHITE_DAVID 46.449
MEMBER_IN KWIATKOWSKI_JODI 12.347
MEMBER_IN GUS_DONNIE 55.398
MEMBER_IN JANKOWSKI_SHARON 80.159
MEMBER_IN KAMINSKI_ANITA 23.716
MEMBER_IN HEISENBERG_BRET 32.851
MEMBER_IN GUS_WILMA 70.806
MEMBER_IN WOJCIECHOWSKI_GINA 18.218
MEMBER_IN KOCH_TOMMY 80.028
MEMBER_IN GOTTI_DEBORA 98.283
MEMBER_IN MESSI_JACKIE 8.685
MEMBER_IN GUZMAN_BONITA 11.237
MEMBER_IN DEMIREL_LYNN 29.363
MEMBER_IN BENZEMA_GERALDINE 98.031
MEMBER_IN HEISENBERG_LYNDA 44.346
MEMBER_IN TESSIO_PENNY 72.219
MEMBER_IN TATTAGLIA_DON 87.943
MEMBER_IN NEYMAR_ELIAS 1.794
MEMBER_IN SALAH_SONIA 85.110
MEMBER_IN MOEGREENE_DAN 45.977
MEMBER_IN ZASA_RUTH 88.874
MEMBER_IN SZYMANSKI_CONNIE 33.871
MEMBER_IN PINKMAN_DOUG 87.211
MEMBER_IN JOBS_JOCELYN 68.405
MEMBER_IN GUS_MARISSA 49.462
MEMBER_IN CORLEONE_PABLO 47.707
MEMBER_IN PEKER_ADRIANA 27.092
MEMBER_IN IVANOVIC_WILLARD 4.272
MEMBER_IN PINKMAN_MIKE 83.247
MEMBER_IN KOCAMAN_MEGHAN 92.724
MEMBER_IN JOVANOVIC_PATTY 9.227
MEMBER_IN GOODMAN_NICOLAS 52.048
MEMBER_IN LUCCHESE_ABEL 6.974
MEMBER_IN GAMBINO_BERNADETTE 66.257
MEMBER_IN WALTON_TERESA 8.347
MEMBER_IN SZYMCZAK_DICK 48.488
MEMBER_IN KACZMAREK_WILLIAM 98.913
MEMBER_IN ADELSON_JANE 14.159
MEMBER_IN PINKMAN_DORA 23.982
MEMBER_IN GUS_NORMA 59.180
MEMBER_IN ROTH_CHUCK 81.474
MEMBER_IN SOYLU_JACQUELYN 9.934
MEMBER_IN PENTANGELI_PEARL 37.641
MEMBER_IN GAMBINO_DON 95.597
MEMBER_IN NEYMAR_PAIGE 44.555
MEMBER_IN GATES_IRIS 25.771
MEMBER_IN STANKOVIC_WILL 76.420
MEMBER_IN POYRAZOGLU_ELLA 52.554
MEMBER_IN KOCH_STACY 58.816
MEMBER_IN TATTAGLIA_ALFREDO 10.003
MEMBER_IN JOVANOVIC_MARIBEL 38.335
MEMBER_IN PETROVIC_MARISSA 11.989
MEMBER_IN JOVANOVIC_PATTI 10.847
MEMBER_IN NEYMAR_YUNUS 23.296
MEMBER_IN ELLISON_MATT 91.112
MEMBER_IN SALAH_RUSS 31.758
MEMBER_IN WOJCIK_TIFFANY 59.200
MEMBER_IN WHITE_FAITH 27.061
MEMBER_IN ERBAKAN_DREW 7.177
MEMBER_IN CICCI_GINGER 55.960
MEMBER_IN JOVANOVIC_ABRAHAM 53.546
MEMBER_IN NOWAK_HEATHER 60.381
MEMBER_IN RIZZI_MARISSA 95.531
MEMBER_IN SALAH_BETSY 84.052
MEMBER_IN SLIM_SILVIA 82.969
MEMBER_IN SLIM_RICK 5.607
MEMBER_IN SOYLU_CARLOS 71.587
MEMBER_IN KOCH_DEBBIE 74.635
MEMBER_IN BUFFETT_WILL 93.647
MEMBER_IN ERBAKAN_FRANKIE 69.157
MEMBER_IN DEMIR_JOSH 20.420
MEMBER_IN ELLISON_KEN 52.207
MEMBER_IN STOJANOVIC_BUD 88.331
MEMBER_IN INONU_DARRYL 8.240
MEMBER_IN DEMIREL_VAN 82.618
MEMBER_IN ADELSON_JAKE 25.149
MEMBER_IN YILMAZ_MOLLY 61.039
MEMBER_IN SOPRANO_TAMMY 71.011
MEMBER_IN INONU_MARILYN 75.974
MEMBER_IN KOCH_MEREDITH 44.932
MEMBER_IN DEMIR_JONI 9.825
MEMBER_IN MARIC_MIKE 81.313
MEMBER_IN PEKER_REBECCA 31.814
MEMBER_IN ZASA_PEGGY 32.038
MEMBER_IN KOWALSKI_JACOB 41.643
MEMBER_IN ZIELINSKI_JOANN 46.143
MEMBER_IN IVANOVIC_JONATHAN 27.862
MEMBER_IN DEMIR_CHRISTOPHER 15.299
MEMBER_IN PETROVIC_BEATRIZ 28.103
MEMBER_IN POYRAZOGLU_GRETCHEN 54.907
MEMBER_IN PETROVIC_DENA 46.265
MEMBER_IN KOWALSKI_KEITH 75.055
MEMBER_IN KILIC_TONY 43.877
MEMBER_IN HEISENBERG_LYNNE 20.253
MEMBER_IN TATTAGLIA_DEE 29.127
MEMBER_IN PINKMAN_WILLIAM 30.897
MEMBER_IN LUCCHESE_RUBY 52.457
MEMBER_IN ERDOGAN_TYRONE 94.916
MEMBER_IN ELLISON_CAROLYN 62.039
MEMBER_IN KARTAL_ALFRED 55.014
MEMBER_IN PETROVIC_ELEANOR 11.457
MEMBER_IN LUCCHESE_WALLACE 55.015
MEMBER_IN ROTH_LOUIS 64.915
MEMBER_IN ESCOBAR_STANLEY 64.100
MEMBER_IN RONALDO_TRAVIS 51.384
MEMBER_IN MANE_DENNIS 70.309
MEMBER_IN CUNEO_MARCO 80.092
MEMBER_IN STRACCI_TYLER 88.510
MEMBER_IN KOCH_DENNI 86.921
MEMBER_IN ROTH_BILL 8.159
MEMBER_IN ELLISON_MARK 92.953
MEMBER_IN INONU_ELEANOR 6.938
MEMBER_IN MORGAN_BLANCA 45.103
MEMBER_IN WALTON_SONYA 20.765
MEMBER_IN PEKER_FRANKIE 59.205
MEMBER_IN NIKOLIC_PENNY 26.232
MEMBER_IN ELLISON_MARC 49.272
MEMBER_IN GOTTI_BRET 71.038
MEMBER_IN KACZMAREK_BYRON 37.384
MEMBER_IN SALAH_ERICK 35.534
MEMBER_IN COLOMBO_CATHY 51.637
MEMBER_IN STOJANOVIC_BOB 72.693
MEMBER_IN SZYMCZAK_CURTIS 30.190
MEMBER_IN JANKOWSKI_MARY 22.957
MEMBER_IN PETROVIC_WENDELL 96.093
MEMBER_IN CUNEO_NELLIE 86.058
MEMBER_IN KACZMAREK_RICKEY 14.004
MEMBER_IN KOWALCZYK_ROLAND 93.858
MEMBER_IN BENZEMA_JARED 77.161
MEMBER_IN JANKOWSKI_PATTI 34.507
MEMBER_IN BONANNO_CLIFTON 33.416
MEMBER_IN ERDOGAN_GREGORY 1.602
MEMBER_IN KOCAMAN_RITA 36.650
MEMBER_IN JANKOWSKI_MATT 96.700
MEMBER_IN GOODMAN_WHITNEY 2.966
MEMBER_IN KACZMAREK_MUSTAFA 49.667
MEMBER_IN FORD_ELSA 34.171
MEMBER_IN JANKOWSKI_PATTY 72.081
MEMBER_IN NOWAK_JESSICA 18.935
MEMBER_IN WALTON_ERICK 81.538
MEMBER_IN ELLISON_MARY 96.577
MEMBER_IN TATTAGLIA_CANDICE 71.706
MEMBER_IN CUNEO_ARNOLD 17.629
MEMBER_IN PETROVIC_VELMA 45.922
MEMBER_IN KNEZEVIC_BRITTANY 48.959
MEMBER_IN DEMIR_MADELINE 84.552
MEMBER_IN SZYMANSKI_BENJAMIN 38.706
MEMBER_IN RIZZI_CARLTON 32.080
MEMBER_IN KWIATKOWSKI_RODNEY 17.278
MEMBER_IN CUNEO_JENNIFER 77.546
MEMBER_IN CATLI_ROSE 78.924
MEMBER_IN KILIC_GINA 70.255
MEMBER_IN SALAH_ABEL 3.785
MEMBER_IN BONANNO_DWAYNE 31.016
MEMBER_IN TATTAGLIA_CURTIS 3.989
MEMBER_IN GENOVESE_MILTON 35.336
MEMBER_IN PETROVIC_EUGENE 37.509
MEMBER_IN GENOVESE_KENT 41.310
MEMBER_IN TATTAGLIA_DAN 40.106
MEMBER_IN PEKER_OGUZ 31.829
MEMBER_IN JANKOWSKI_MARK 27.616
MEMBER_IN PETROVIC_KRISTA 41.860
MEMBER_IN KOWALCZYK_CRYSTAL 17.079
MEMBER_IN CLEMENZA_DARYL 64.963
MEMBER_IN PETROVIC_KRISTI 38.555
MEMBER_IN ADELSON_VERONICA 16.174
MEMBER_IN JANKOWSKI_MARC 61.690
MEMBER_IN ROTSHCHILD_JILL 72.894
MEMBER_IN MORGAN_TANYA 12.493
MEMBER_IN PETROVIC_KRISTY 28.586
MEMBER_IN CLEMENZA_DENISE 91.779
MEMBER_IN LUCCHESE_CHARLENE 27.403
MEMBER_IN CUNEO_CAROLINE 45.916
MEMBER_IN GOTTI_BRAD 25.507
MEMBER_IN YILMAZ_LORNA 15.435
MEMBER_IN MESSI_DICK 3.640
MEMBER_IN KOWALSKI_GILBERT 2.419
MEMBER_IN CUNEO_CAROLINA 50.987
MEMBER_IN RONALDO_VITOR 36.868
MEMBER_IN PETROVIC_REGINALD 72.446
MEMBER_IN PENTANGELI_LANCE 92.361
MEMBER_IN KILIC_WILMA 56.520
MEMBER_IN GOTTI_TERI 14.591
MEMBER_IN ZASA_WENDELL 23.960
MEMBER_IN ELLISON_JESSIE 85.075
MEMBER_IN YILMAZ_DON 33.728
MEMBER_IN PETROVIC_JUANA 96.002
MEMBER_IN MANE_KYLE 46.032
MEMBER_IN POYRAZOGLU_EDUARDO 11.540
MEMBER_IN MANCINI_IRIS 11.202
MEMBER_IN GOODMAN_KIRK 19.051
MEMBER_IN GOTTI_SANTOS 9.348
MEMBER_IN GUS_HOPE 18.630
MEMBER_IN MORGAN_CAROLINA 36.836
MEMBER_IN WALTON_GRACIELA 87.349
MEMBER_IN MORGAN_CAROLINE 37.610
MEMBER_IN PENTANGELI_SUZANNE 5.435
MEMBER_IN KOWALCZYK_PABLO 66.823
MEMBER_IN ZIELINSKI_KATIE 38.214
MEMBER_IN IVANOVIC_PHILLIP 59.605
MEMBER_IN ZASA_RUBY 47.710
MEMBER_IN OZDEMIR_YVONNE 86.490
MEMBER_IN TADIC_CHARLOTTE 2.215
MEMBER_IN YILMAZ_DAN 30.299
MEMBER_IN MORGAN_JENNIE 37.764
MEMBER_IN TRAJKOVSKI_NIKKI 22.746
MEMBER_IN GENOVESE_KERI 17.470
MEMBER_IN TATTAGLIA_HERBERT 7.513
MEMBER_IN PENTANGELI_KATHY 72.882
MEMBER_IN ZIELINSKI_KATHY 75.799
MEMBER_IN WOJCIECHOWSKI_CAROLYN 19.934
MEMBER_IN DEMIREL_ZACH 2.932
MEMBER_IN PENTANGELI_KATIE 17.478
MEMBER_IN WOJCIK_LOLA 23.187
MEMBER_IN GAMBINO_KERRI 53.921
MEMBER_IN KAYA_GEOFFREY 85.180
MEMBER_IN JOVANOVIC_CHUCK 20.878
MEMBER_IN ROCKEFELLER_MABEL 64.581
MEMBER_IN ERBAKAN_JESUS 83.692
MEMBER_IN PETROVIC_RAQUEL 49.327
MEMBER_IN DEMIR_JODY 21.083
MEMBER_IN TATTAGLIA_BETSY 94.107
MEMBER_IN ERDOGAN_CANDACE 55.370
MEMBER_IN ADELSON_LAURIE 4.872
MEMBER_IN PINKMAN_CAROLE 71.268
MEMBER_IN TATTAGLIA_VITO 21.076
MEMBER_IN ZIELINSKI_LANCE 57.612
MEMBER_IN KOVACEVIC_ELLA 70.508
MEMBER_IN CUNEO_MARLA 47.421
MEMBER_IN DEMIR_JOEL 50.584
MEMBER_IN MANCINI_WILLIAM 75.957
MEMBER_IN TERIM_CANDACE 92.708
MEMBER_IN MBAPPE_SAMUEL 4.711
MEMBER_IN ERBAKAN_ISAAC 40.366
MEMBER_IN CLEMENZA_IRENE 4.390
MEMBER_IN SOPRANO_YIGIT 60.620
MEMBER_IN PETROVIC_DIANA 8.484
MEMBER_IN NOWAK_GLENN 55.376
MEMBER_IN GATES_VICTOR 69.995
MEMBER_IN GUS_ALEXANDER 52.285
MEMBER_IN STANKOVIC_KELLIE 44.973
MEMBER_IN TATTAGLIA_ROSIE 63.712
MEMBER_IN RIZZI_JAYNE 4.772
MEMBER_IN WHITE_GWENDOLYN 10.983
MEMBER_IN PETROVIC_DIANE 36.191
MEMBER_IN MARIC_MARTA 40.593
MEMBER_IN PEKER_STAN 17.891
MEMBER_IN CUNEO_MARIA 88.844
MEMBER_IN COLOMBO_BOBBI 95.123
MEMBER_IN WOZNIAK_BETHANY 67.315
MEMBER_IN TADIC_ROSE 46.531
MEMBER_IN GOTTI_VALERIE 3.423
MEMBER_IN KWIATKOWSKI_JOSH 19.658
MEMBER_IN HEISENBERG_HERBERT 56.752
MEMBER_IN SOPRANO_STEFANIE 16.057
MEMBER_IN TERIM_GREGORY 87.330
MEMBER_IN SOPRANO_CRISTINA 47.453
MEMBER_IN NOWAK_JANETTE 48.486
MEMBER_IN CUNEO_MARIO 37.207
MEMBER_IN CUNEO_MARIE 25.035
MEMBER_IN BENZEMA_CHRISTOPHER 16.916
MEMBER_IN PENTANGELI_SIDNEY 8.781
MEMBER_IN GUS_EDGAR 23.867
MEMBER_IN KOCH_GRANT 86.767
MEMBER_IN SALAH_SONYA 4.846
MEMBER_IN OZDEMIR_MONIQUE 13.683
MEMBER_IN NEYMAR_ROBBIE 17.412
MEMBER_IN ZIELINSKI_PEARL 21.882
MEMBER_IN AGUERO_JENNIFER 41.743
MEMBER_IN MARIC_DOUG 25.321
MEMBER_IN BUFFETT_NOEL 11.757
MEMBER_IN KNEZEVIC_ROXANNE 36.643
MEMBER_IN GATES_CHARLENE 29.648
MEMBER_IN KARTAL_ANGEL 51.320
MEMBER_IN KARTAL_MONIQUE 79.398
MEMBER_IN SALAH_MOHAMMAD 1.336
MEMBER_IN SALAH_ROBERT 31.158
MEMBER_IN YILMAZ_DEE 49.366
MEMBER_IN GENOVESE_MICHELLE 38.927
MEMBER_IN IVANOVIC_TREVOR 95.498
MEMBER_IN NOWAK_JANICE 99.059
MEMBER_IN SZYMCZAK_GENEVA 66.719
MEMBER_IN KOCAMAN_LYNETTE 59.968
MEMBER_IN STOJANOVIC_BRENDA 61.719
MEMBER_IN SOPRANO_BRIAN 45.261
MEMBER_IN NIKOLIC_MICHEAL 35.841
MEMBER_IN TATTAGLIA_MONICA 5.282
MEMBER_IN JOBS_JAVIER 34.512
MEMBER_IN STOJANOVIC_GWENDOLYN 42.430
MEMBER_IN MANE_GERRY 51.432
MEMBER_IN SALAH_RUBY 39.079
MEMBER_IN YILMAZ_LOREN 20.946
MEMBER_IN MARKOVIC_NELSON 22.413
MEMBER_IN JOBS_GILBERT 15.063
MEMBER_IN DEMIREL_SHAWN 19.272
MEMBER_IN GUS_LEANNE 39.499
MEMBER_IN DEMIR_JODI 38.497
MEMBER_IN ERBAKAN_JESSE 46.097
MEMBER_IN TERIM_BOBBI 60.046
MEMBER_IN BEZOS_BUDDY 82.259
MEMBER_IN JOVANOVIC_JENNIFER 30.069
MEMBER_IN WOJCIK_LORI 44.971
MEMBER_IN KOCH_TOMAS 8.904
MEMBER_IN KOVACEVIC_MYRTLE 71.821
MEMBER_IN YILMAZ_RANDALL 16.970
MEMBER_IN ZIELINSKI_NATHAN 89.993
MEMBER_IN STOJANOVIC_CHERYL 50.452
MEMBER_IN MARIC_DORA 42.314
MEMBER_IN SOPRANO_JESSIE 78.097
MEMBER_IN NOWAK_CHRIS 54.521
MEMBER_IN STANKOVIC_KELLEY 58.064
MEMBER_IN TESSIO_JACQUELINE 74.751
MEMBER_IN LUCCHESE_BERTHA 80.689
MEMBER_IN LEWANDOWSKI_VALERIE 73.326
MEMBER_IN PETROVIC_HANNAH 93.950
MEMBER_IN KARTAL_SERGIO 76.765
MEMBER_IN KOWALCZYK_PENNY 18.603
MEMBER_IN WOZNIAK_DEBRA 68.455
MEMBER_IN INONU_DARREN 13.099
MEMBER_IN GENOVESE_FAITH 39.710
MEMBER_IN CUNEO_WALLACE 74.571
MEMBER_IN ELLISON_CHARLENE 1.297
MEMBER_IN CORLEONE_JODY 95.809
MEMBER_IN CUNEO_LOIS 18.459
MEMBER_IN MORGAN_BRIAN 6.113
MEMBER_IN ROCKEFELLER_REGINALD 63.628
MEMBER_IN WALTON_WENDELL 23.398
MEMBER_IN NIKOLIC_FREDDIE 11.805
MEMBER_IN SOYLU_LYNN 13.568
MEMBER_IN CORLEONE_JODI 40.485
MEMBER_IN LUCCHESE_RUSS 36.878
MEMBER_IN GUS_SAMMY 91.105
MEMBER_IN ELLISON_JAN 76.137
MEMBER_IN TESSIO_LILLIAN 29.306
MEMBER_IN ZASA_CLINT 96.358
MEMBER_IN KOWALCZYK_KENT 52.260
MEMBER_IN IVANOVIC_DENISE 85.183
MEMBER_IN NOWAK_LORNA 37.233
MEMBER_IN WALTON_BEATRIZ 31.525
MEMBER_IN IVANOVIC_KATE 84.229
MEMBER_IN LUCCHESE_RUTH 11.008
MEMBER_IN SOPRANO_ARTURO 31.392
MEMBER_IN SZYMCZAK_ALBERT 61.949
MEMBER_IN WALTON_GALE 96.005
MEMBER_IN ELLISON_JAY 2.097
MEMBER_IN SOPRANO_ROBIN 59.941
MEMBER_IN CORLEONE_JOEL 42.077
MEMBER_IN RONALDO_JEFF 95.431
MEMBER_IN ZASA_ROLANDO 29.095
MEMBER_IN MANCINI_MOHAMMAD 85.051
MEMBER_IN PEKER_RAMON 40.868
MEMBER_IN GOODMAN_STACEY 37.755
MEMBER_IN ELLISON_CRISTINA 16.954
MEMBER_IN COLOMBO_JANETTE 49.383
MEMBER_IN GENOVESE_CARROLL 99.500
MEMBER_IN WOJCIECHOWSKI_DARREN 39.745
MEMBER_IN GENOVESE_LATOYA 70.614
MEMBER_IN STOJANOVIC_RUBY 61.466
MEMBER_IN NOWAK_JENNIFER 91.025
MEMBER_IN STRACCI_IGNACIO 7.106
MEMBER_IN TERIM_CATHY 63.933
MEMBER_IN ROTSHCHILD_JACKIE 60.278
MEMBER_IN SLIM_JOCELYN 90.308
MEMBER_IN KILIC_VITOR 84.431
MEMBER_IN COLOMBO_FELIX 53.814
MEMBER_IN STRACCI_CASSANDRA 47.802
MEMBER_IN MANCINI_ROLAND 59.942
MEMBER_IN KOWALSKI_DONNA 53.994
MEMBER_IN ROCKEFELLER_TYRONE 97.396
MEMBER_IN ROTSHCHILD_TERRANCE 6.397
MEMBER_IN ERBAKAN_ADRIANA 80.316
MEMBER_IN KOCAMAN_RICK 17.376
MEMBER_IN SOYLU_LYLE 67.193
MEMBER_IN DEMIREL_MELODY 99.490
MEMBER_IN CUNEO_KATHRYN 89.235
MEMBER_IN ZASA_CARRIE 24.492
MEMBER_IN BUFFETT_REGINA 68.611
MEMBER_IN WALTON_PAULETTE 44.019
MEMBER_IN KAMINSKI_WENDY 55.857
MEMBER_IN GOTTI_ALFRED 43.169
MEMBER_IN TERIM_SETH 69.289
MEMBER_IN SOPRANO_NADINE 24.092
MEMBER_IN ZIELINSKI_DAVE 44.650
MEMBER_IN STOJANOVIC_BETHANY 5.874
MEMBER_IN IVANOVIC_BRITTANY 65.832
MEMBER_IN TADIC_MONIQUE 23.093
MEMBER_IN CATLI_MARISSA 21.863
MEMBER_IN MANE_PHIL 58.513
MEMBER_IN BENZEMA_VERNON 55.989
MEMBER_IN MOEGREENE_DONNIE 76.012
MEMBER_IN BENZEMA_BLAKE 37.051
MEMBER_IN OZDEMIR_EUGENE 94.327
MEMBER_IN KAMINSKI_RANDOLPH 95.793
MEMBER_IN CATLI_KRISTINA 43.196
MEMBER_IN TRAJKOVSKI_MOHAMMAD 90.616
MEMBER_IN OZDEMIR_TERRANCE 50.532
MEMBER_IN GOODMAN_STACIE 1.812
MEMBER_IN KILIC_RICKEY 66.378
MEMBER_IN AGUERO_NORMA 98.758
MEMBER_IN WHITE_HEIDI 11.384
MEMBER_IN KACZMAREK_RAY 62.103
MEMBER_IN NIKOLIC_PABLO 56.562
MEMBER_IN KOVACEVIC_EMRE 76.876
MEMBER_IN POYRAZOGLU_ANTONIO 71.355
MEMBER_IN ZUCKERBERG_JAVIER 59.744
MEMBER_IN ZASA_LAURA 67.316
MEMBER_IN KOWALCZYK_KERI 54.102
MEMBER_IN ROTSHCHILD_SARA 24.464
MEMBER_IN TESSIO_ANNE 42.488
MEMBER_IN TADIC_JULIAN 11.413
MEMBER_IN POYRAZOGLU_ANTONIA 26.388
MEMBER_IN SOPRANO_TANYA 29.180
MEMBER_IN MANCINI_MUSTAFA 13.701
MEMBER_IN KACZMAREK_ARTHUR 93.088
MEMBER_IN KAMINSKI_ALMA 34.497
MEMBER_IN RONALDO_SHERRI 44.567
MEMBER_IN NEYMAR_AMBER 62.528
MEMBER_IN PENTANGELI_BRADLEY 6.686
MEMBER_IN IVANOVIC_KARL 49.733
MEMBER_IN KOCH_DERRICK 85.400
MEMBER_IN RONALDO_SHERRY 96.602
MEMBER_IN SALAH_ARTHUR 25.875
MEMBER_IN IVANOVIC_KARA 5.325
MEMBER_IN HEISENBERG_ERICK 26.094
MEMBER_IN LUCCHESE_LATOYA 37.633
MEMBER_IN CUNEO_KATHERINE 89.206
MEMBER_IN WOZNIAK_LYNNE 43.582
MEMBER_IN KOVACEVIC_BRENDA 69.690
MEMBER_IN SOYLU_DOREEN 73.755
MEMBER_IN TATTAGLIA_GABRIEL 8.306
MEMBER_IN INONU_DARIN 35.461
MEMBER_IN KACZMAREK_BILL 72.899
MEMBER_IN GAMBINO_SETH 49.661
MEMBER_IN PETROVIC_SHERYL 85.626
MEMBER_IN KOCAMAN_SILVIA 28.083
MEMBER_IN CUNEO_LORI 94.348
MEMBER_IN GUZMAN_JENNIE 64.246
MEMBER_IN STANKOVIC_SHELLEY 13.146
MEMBER_IN BARZINI_OGUZ 88.198
MEMBER_IN KACZMAREK_RON 77.051
MEMBER_IN TADIC_DARIN 26.531
MEMBER_IN SLIM_JORGE 74.048
MEMBER_IN KACZMAREK_ROD 87.608
MEMBER_IN KACZMAREK_ROB 87.375
MEMBER_IN SZYMCZAK_MATT 64.335
MEMBER_IN TATTAGLIA_FRANCES 33.808
MEMBER_IN MARIC_JEREMIAH 99.966
MEMBER_IN INONU_DARLA 51.844
MEMBER_IN SOPRANO_BECKY 74.517
MEMBER_IN SOYLU_LINDSAY 9.974
MEMBER_IN ESCOBAR_GABRIELA 75.080
MEMBER_IN TRAJKOVSKI_KEREM 26.850
MEMBER_IN MANE_CLIFFORD 72.731
MEMBER_IN KOVACEVIC_MUSTAFA 71.631
MEMBER_IN BEZOS_JOCELYN 88.211
MEMBER_IN SZYMCZAK_ALFRED 1.365
MEMBER_IN KOVACEVIC_CHERYL 52.635
MEMBER_IN MBAPPE_KRIS 27.012
MEMBER_IN ERBAKAN_GAYLE 35.241
MEMBER_IN KOWALSKI_JENNY 47.448
MEMBER_IN STANKOVIC_MARGIE 95.891
MEMBER_IN ZUCKERBERG_ANITA 35.307
MEMBER_IN KARTAL_ALBERT 96.912
MEMBER_IN ERDOGAN_SUZANNE 52.565
MEMBER_IN DEMIREL_GINGER 69.152
MEMBER_IN MANE_JESSICA 37.551
MEMBER_IN KAYA_VINCE 7.396
MEMBER_IN SZYMCZAK_MARC 62.631
MEMBER_IN WALTON_DAN 94.951
MEMBER_IN DEMIREL_GILBERTO 57.254
MEMBER_IN LUCCHESE_MILTON 90.475
MEMBER_IN STOJANOVIC_MYRTLE 79.340
MEMBER_IN SALAH_ABBY 87.454
MEMBER_IN ERBAKAN_SALVATORE 82.401
MEMBER_IN NEYMAR_VERNON 26.303
MEMBER_IN GOODMAN_STANLEY 61.202
MEMBER_IN KNEZEVIC_SIDNEY 32.705
MEMBER_IN LEWANDOWSKI_JOSEPH 23.292
MEMBER_IN DEMIREL_ESTHER 35.779
MEMBER_IN TESSIO_RODERICK 46.499
MEMBER_IN BARZINI_STAN 77.507
MEMBER_IN SZYMCZAK_MARY 91.330
MEMBER_IN NIKOLIC_BERT 19.598
MEMBER_IN CUNEO_TERRANCE 40.408
MEMBER_IN SZYMCZAK_MARK 56.292
MEMBER_IN BEZOS_RUTH 54.270
MEMBER_IN YILMAZ_GREG 92.522
MEMBER_IN WOZNIAK_ARTURO 52.446
MEMBER_IN ROSATO_MONICA 91.982
MEMBER_IN RONALDO_EMILY 31.858
MEMBER_IN CLEMENZA_DERRICK 2.736
MEMBER_IN GOODMAN_SALVATORE 62.290
MEMBER_IN ERDOGAN_IRIS 88.761
MEMBER_IN TADIC_IRENE 44.683
MEMBER_IN RONALDO_BECKY 58.269
MEMBER_IN BEZOS_RUSS 12.675
MEMBER_IN ELLISON_JEN 4.083
MEMBER_IN NIKOLIC_BETH 78.588
MEMBER_IN RONALDO_JEAN 1.304
MEMBER_IN GUS_DEAN 48.173
MEMBER_IN SOPRANO_PAULETTE 57.113
MEMBER_IN SZYMANSKI_ZACHARY 65.975
MEMBER_IN ROTSHCHILD_LAURIE 3.722
MEMBER_IN TATTAGLIA_FRANCIS 55.131
MEMBER_IN KAYA_NATHAN 7.228
MEMBER_IN GENOVESE_HEIDI 90.474
MEMBER_IN NIKOLIC_FRAN 30.234
MEMBER_IN OZDEMIR_ANGELO 74.705
MEMBER_IN KOWALSKI_JENNA 15.724
MEMBER_IN TATTAGLIA_BRYAN 36.084
MEMBER_IN WHITE_CATHERINE 40.472
MEMBER_IN KILIC_TYRONE 69.009
MEMBER_IN GOTTI_ALBERT 99.989
