OZDEMIR_YUNUSEMRE 51.700
INTEL_DIVIDE
MEMBER_IN CLEMENZA_ALMA 44.665
MEMBER_IN KOWALSKI_DEAN 76.236
MEMBER_IN HEISENBERG_DOREEN 53.560
MEMBER_IN SZYMANSKI_CARA 38.098
MEMBER_IN GUS_RODERICK 65.629
MEMBER_IN RONALDO_FRANKLIN 75.584
MEMBER_IN JOVANOVIC_CARA 86.444
MEMBER_IN AGUERO_SUZANNE 69.341
MEMBER_IN WOJCIK_JULIAN 20.440
MEMBER_IN WOZNIAK_ALFREDO 45.808
INTEL_DIVIDE
MEMBER_IN KWIATKOWSKI_LORENA 55.978
MEMBER_IN KAMINSKI_LEANNE 67.398
MEMBER_IN JESUS_LYDIA 46.256
MEMBER_IN BUFFETT_DENA 64.633
MEMBER_IN WHITE_JOSEPHINE 86.313
MEMBER_IN MOEGREENE_LUCINDA 6.342
MEMBER_IN SLIM_ZACHARY 64.698
MEMBER_IN MANE_NORMA 2.554
MEMBER_IN BENZEMA_ARTURO 97.815
MEMBER_IN SZYMANSKI_CARY 64.077
INTEL_DIVIDE
MEMBER_IN BARZINI_RAY 45.513
MEMBER_IN ELLISON_ANDRES 12.824
MEMBER_IN ELLISON_ANDREW 37.412
MEMBER_IN TADIC_RICKEY 53.565
MEMBER_IN KARTAL_TYRONE 44.062
MEMBER_IN WOZNIAK_MORGAN 71.072
MEMBER_IN WHITE_KRYSTAL 15.825
MEMBER_IN KARTAL_JAYNE 32.902
MEMBER_IN ELLISON_ANDREA 83.555
MEMBER_IN WOJCIECHOWSKI_TAYLOR 49.207
INTEL_DIVIDE
MEMBER_IN MBAPPE_STAN 10.980
MEMBER_IN BONANNO_LES 42.824
MEMBER_IN PENTANGELI_JANELLE 41.990
MEMBER_IN WHITE_JENNIE 56.788
MEMBER_IN ROTSHCHILD_MICHELE 86.203
MEMBER_IN ROTSHCHILD_KATHRYN 11.402
MEMBER_IN NIKOLIC_JACKIE 56.112
MEMBER_IN FORD_KATHERINE 7.305
MEMBER_IN KOVACEVIC_REBEKAH 36.560
MEMBER_IN ESCOBAR_JOSH 16.728
INTEL_DIVIDE
MEMBER_IN BONANNO_LEO 64.844
MEMBER_IN JOVANOVIC_CARRIE 41.751
MEMBER_IN JANKOWSKI_BENJAMIN 71.487
MEMBER_IN KWIATKOWSKI_BLANCA 26.797
MEMBER_IN WALTON_MARIAN 95.561
MEMBER_IN MESSI_RUBEN 69.895
MEMBER_IN GUZMAN_RODNEY 89.878
MEMBER_IN PENTANGELI_BRETT 98.137
MEMBER_IN GATES_KEREM 31.699
MEMBER_IN DEMIR_VELI 1.778
INTEL_DIVIDE
MEMBER_IN GUS_LOLA 53.256
MEMBER_IN GUZMAN_ROBERTO 79.085
MEMBER_IN YILMAZ_ARMANDO 58.779
MEMBER_IN BUFFETT_CATHERINE 84.889
MEMBER_IN KAYA_FELIX 26.415
MEMBER_IN KWIATKOWSKI_VINCENT 6.916
MEMBER_IN SOPRANO_LORNA 61.281
MEMBER_IN YILMAZ_RAMONA 17.946
MEMBER_IN NOWAK_KATHERINE 3.547
MEMBER_IN PETROVIC_DAVID 3.608
INTEL_DIVIDE
MEMBER_IN BARZINI_JOHNNY 74.117
MEMBER_IN TESSIO_OKAN 10.744
MEMBER_IN GAMBINO_ROSE 30.736
MEMBER_IN CLEMENZA_SAUL 28.392
MEMBER_IN BUFFETT_MARIO 11.526
MEMBER_IN ERBAKAN_ROLANDO 40.648
MEMBER_IN SZYMCZAK_CORINNE 52.726
MEMBER_IN BUFFETT_MARIA 28.056
MEMBER_IN KAMINSKI_FRANCISCA 11.874
MEMBER_IN LEWANDOWSKI_PETE 30.204
INTEL_DIVIDE
MEMBER_IN CUNEO_BETH 95.761
MEMBER_IN MESSI_JIMMY 0.544
MEMBER_IN ROCKEFELLER_RANDOLPH 20.643
MEMBER_IN BUFFETT_MARIE 29.009
MEMBER_IN CUNEO_FRAN 18.783
MEMBER_IN KAMINSKI_ERICK 15.971
MEMBER_IN GUS_CANDICE 90.929
MEMBER_IN CORLEONE_JEROME 64.158
MEMBER_IN SZYMCZAK_BERTHA 38.648
MEMBER_IN PINKMAN_NICHOLAS 8.360
INTEL_DIVIDE
MEMBER_IN WOJCIK_ANA 56.454
MEMBER_IN CLEMENZA_ANDY 10.277
MEMBER_IN TESSIO_GILBERTO 41.476
MEMBER_IN KAYA_MUSTAFA 8.664
MEMBER_IN STOJANOVIC_LOLA 52.420
MEMBER_IN HEISENBERG_CARLOS 40.421
MEMBER_IN GOODMAN_BOBBI 66.456
MEMBER_IN TESSIO_WES 40.383
MEMBER_IN MARIC_IGNACIO 71.385
MEMBER_IN NEYMAR_EDUARDO 88.366
INTEL_DIVIDE
MEMBER_IN WOJCIECHOWSKI_SIMON 32.805
MEMBER_IN IVANOVIC_ELLEN 55.945
MEMBER_IN STANKOVIC_JACQUELINE 70.623
MEMBER_IN FORD_SIDNEY 97.007
MEMBER_IN MBAPPE_HOLLY 25.161
MEMBER_IN MBAPPE_MERLE 91.895
MEMBER_IN POYRAZOGLU_TAYLOR 19.081
MEMBER_IN CUNEO_ANNETTE 20.331
MEMBER_IN ESCOBAR_DARIN 45.281
MEMBER_IN PINKMAN_MYRTLE 96.457
INTEL_DIVIDE
MEMBER_IN JESUS_GLADYS 24.687
MEMBER_IN IVANOVIC_NATALIE 2.247
MEMBER_IN ZIELINSKI_DARLA 48.471
MEMBER_IN AGUERO_JAN 2.681
MEMBER_IN KAYA_HILDA 35.733
MEMBER_IN AGUERO_JAY 54.996
MEMBER_IN DEMIR_APRIL 80.933
MEMBER_IN COLOMBO_MARGARET 21.877
MEMBER_IN CUNEO_BERT 89.808
MEMBER_IN STOJANOVIC_LOIS 22.035
INTEL_DIVIDE
MEMBER_IN FORD_JEFF 87.451
MEMBER_IN OZDEMIR_TRACIE 7.014
MEMBER_IN CATLI_BRADLEY 36.687
MEMBER_IN ROTSHCHILD_EDUARDO 90.685
MEMBER_IN PEKER_MARILYN 32.680
MEMBER_IN CICCI_CARLOS 91.896
MEMBER_IN GENOVESE_ALFREDO 63.345
MEMBER_IN GATES_KADIR 72.856
MEMBER_IN CORLEONE_BELINDA 66.528
MEMBER_IN YILMAZ_JOHNNY 69.271
INTEL_DIVIDE
MEMBER_IN JANKOWSKI_EVAN 20.756
MEMBER_IN KAYA_SANTIAGO 74.227
MEMBER_IN WHITE_DIANA 52.299
MEMBER_IN WHITE_DIANE 4.244
MEMBER_IN RIZZI_ROD 20.968
MEMBER_IN RIZZI_ROB 85.051
MEMBER_IN WOZNIAK_EILEEN 49.420
MEMBER_IN GUS_SUZANNE 52.884
MEMBER_IN COLOMBO_CHARLOTTE 20.333
MEMBER_IN KACZMAREK_SANDI 19.235
INTEL_DIVIDE
MEMBER_IN MORGAN_LORNA 8.408
MEMBER_IN SOYLU_DERRICK 84.082
MEMBER_IN INONU_BILL 52.814
MEMBER_IN BENZEMA_MARSHALL 67.712
MEMBER_IN KOWALCZYK_HEIDI 69.887
MEMBER_IN JOBS_LESTER 33.099
MEMBER_IN JOVANOVIC_BERNADETTE 84.226
MEMBER_IN ERDOGAN_SERGIO 48.912
MEMBER_IN RIZZI_RON 92.110
MEMBER_IN GOODMAN_SANDRA 96.981
INTEL_DIVIDE
MEMBER_IN DEMIR_CHARLOTTE 32.607
MEMBER_IN ADELSON_DONNIE 98.151
MEMBER_IN BONANNO_NELLIE 80.593
MEMBER_IN MARKOVIC_GERTRUDE 50.217
MEMBER_IN RIZZI_IRENE 31.985
MEMBER_IN WOZNIAK_CLAYTON 68.168
MEMBER_IN STANKOVIC_DEAN 41.196
MEMBER_IN BENZEMA_JANETTE 80.079
MEMBER_IN WOZNIAK_TONYA 49.586
MEMBER_IN ROCKEFELLER_LENA 29.286
INTEL_DIVIDE
MEMBER_IN LUCCHESE_RANDALL 73.699
MEMBER_IN KOWALCZYK_GERARDO 82.393
MEMBER_IN NIKOLIC_SYLVIA 66.591
MEMBER_IN KOVACEVIC_PAULA 13.234
MEMBER_IN CLEMENZA_PEARL 4.313
MEMBER_IN DEMIR_HARRIET 40.037
MEMBER_IN IVANOVIC_KORAY 97.130
MEMBER_IN MARKOVIC_JANETTE 41.555
MEMBER_IN STOJANOVIC_TRAVIS 76.613
MEMBER_IN STOJANOVIC_CINDY 37.145
INTEL_DIVIDE
MEMBER_IN WOJCIECHOWSKI_SAM 65.169
MEMBER_IN INONU_RICKEY 62.426
MEMBER_IN ROSATO_ANDY 95.629
MEMBER_IN ROTSHCHILD_CURTIS 21.679
MEMBER_IN WALTON_BONITA 69.784
MEMBER_IN ROTSHCHILD_CLAUDIA 34.649
MEMBER_IN FORD_NATHAN 69.132
MEMBER_IN TERIM_MIRANDA 94.743
MEMBER_IN SALAH_DARYL 45.828
MEMBER_IN HEISENBERG_CARROLL 91.557
INTEL_DIVIDE
MEMBER_IN PENTANGELI_LORENA 32.104
MEMBER_IN KACZMAREK_SANDY 72.139
MEMBER_IN KOWALSKI_HOPE 57.796
MEMBER_IN SZYMCZAK_SAMMY 99.626
MEMBER_IN ZIELINSKI_DARIN 36.126
MEMBER_IN GAMBINO_MARINA 17.110
MEMBER_IN KACZMAREK_KRISTI 58.545
MEMBER_IN KOWALCZYK_MONICA 36.447
MEMBER_IN BUFFETT_TREVOR 78.762
MEMBER_IN KOCH_GLEN 25.658
INTEL_DIVIDE
MEMBER_IN KACZMAREK_KRISTA 8.036
MEMBER_IN KOWALSKI_CHARLIE 39.490
MEMBER_IN KILIC_DARIN 7.199
MEMBER_IN KACZMAREK_KRISTY 51.949
MEMBER_IN GATES_MARGUERITE 22.096
MEMBER_IN PINKMAN_RAMON 21.968
MEMBER_IN KAMINSKI_TRAVIS 86.961
MEMBER_IN ROTSHCHILD_MALCOLM 64.416
MEMBER_IN ZUCKERBERG_LUTHER 63.119
MEMBER_IN KACZMAREK_MARGIE 25.757
INTEL_DIVIDE
MEMBER_IN MBAPPE_HAROLD 10.647
MEMBER_IN BARZINI_SUE 11.179
MEMBER_IN COLOMBO_CHARLENE 43.194
MEMBER_IN YILMAZ_GEOFFREY 23.640
MEMBER_IN ROTSHCHILD_GINGER 96.894
MEMBER_IN GAMBINO_MARION 76.823
MEMBER_IN MORGAN_SANDRA 71.675
MEMBER_IN MORGAN_ISMAIL 73.063
MEMBER_IN KWIATKOWSKI_MYRTLE 49.632
MEMBER_IN PETROVIC_KATRINA 15.839
INTEL_DIVIDE
MEMBER_IN PETROVIC_SUE 78.795
MEMBER_IN GUZMAN_MUSTAFA 2.246
MEMBER_IN YILMAZ_ELENA 62.806
MEMBER_IN COLOMBO_VINCE 67.041
MEMBER_IN CORLEONE_DICK 10.751
MEMBER_IN ELLISON_YUNUS 85.025
MEMBER_IN KILIC_DARLA 14.053
MEMBER_IN WOJCIECHOWSKI_AMBER 18.018
MEMBER_IN CATLI_CHARLENE 67.337
MEMBER_IN BUFFETT_MARTA 83.110
INTEL_DIVIDE
MEMBER_IN NEYMAR_JEREMIAH 28.262
MEMBER_IN SOPRANO_MOLLY 99.603
MEMBER_IN KACZMAREK_VITOR 68.785
MEMBER_IN BONANNO_CHRISTINA 2.329
MEMBER_IN CORLEONE_DAVID 8.875
MEMBER_IN BONANNO_CHRISTINE 53.095
MEMBER_IN CORLEONE_TIMOTHY 54.573
MEMBER_IN KOVACEVIC_LOUIS 10.677
MEMBER_IN SALAH_JENNIE 40.243
MEMBER_IN CATLI_DOUGLAS 75.908
INTEL_DIVIDE
MEMBER_IN SZYMANSKI_GLEN 59.108
MEMBER_IN ERBAKAN_JOHNNY 48.089
MEMBER_IN ROTH_FREDDIE 43.232
MEMBER_IN WALTON_MINDY 1.483
MEMBER_IN HEISENBERG_TYLER 21.324
MEMBER_IN WALTON_ALYSSA 79.035
MEMBER_IN PETROVIC_LINDSAY 48.299
MEMBER_IN MANE_SEAN 91.940
MEMBER_IN KAMINSKI_SONYA 23.254
MEMBER_IN INONU_HAROLD 95.642
INTEL_DIVIDE
MEMBER_IN JANKOWSKI_KAY 10.210
MEMBER_IN LEWANDOWSKI_SILVIA 30.001
MEMBER_IN STRACCI_ANGELICA 37.874
MEMBER_IN CUNEO_FRED 56.703
MEMBER_IN KOCAMAN_MADELINE 97.202
MEMBER_IN ERBAKAN_SONYA 1.582
MEMBER_IN PETROVIC_FAITH 84.424
MEMBER_IN GUS_FRANKLIN 45.191
MEMBER_IN GUS_GREGORY 65.582
MEMBER_IN POYRAZOGLU_JOANNA 62.711
INTEL_DIVIDE
MEMBER_IN GUZMAN_CANDY 53.971
MEMBER_IN POYRAZOGLU_JOANNE 79.536
MEMBER_IN GOODMAN_MARGARITA 71.235
MEMBER_IN KOVACEVIC_BENJAMIN 72.595
MEMBER_IN CLEMENZA_SARA 18.152
MEMBER_IN ROTSHCHILD_DAVE 19.028
MEMBER_IN KOCH_TROY 20.917
MEMBER_IN BUFFETT_NADINE 25.005
MEMBER_IN GAMBINO_RUBEN 18.184
MEMBER_IN SZYMANSKI_SHERRIE 91.067
INTEL_DIVIDE
MEMBER_IN AGUERO_EDUARDO 12.104
MEMBER_IN GAMBINO_MARISA 72.527
MEMBER_IN ZUCKERBERG_JENNIE 10.260
MEMBER_IN YILMAZ_CHERI 98.008
MEMBER_IN BONANNO_MITCHELL 89.283
MEMBER_IN JANKOWSKI_WILL 52.091
MEMBER_IN TATTAGLIA_EDITH 4.585
MEMBER_IN TATTAGLIA_LANA 47.371
MEMBER_IN BUFFETT_MARLA 43.723
MEMBER_IN BEZOS_TODD 50.510
INTEL_DIVIDE
MEMBER_IN CORLEONE_FAITH 9.887
MEMBER_IN CLEMENZA_ESTHER 72.466
MEMBER_IN WHITE_KATHRYN 96.387
MEMBER_IN ELLISON_LAUREN 70.558
MEMBER_IN ZASA_VERNA 84.172
MEMBER_IN ADELSON_BEATRIZ 15.536
MEMBER_IN ELLISON_LAUREL 67.576
MEMBER_IN RONALDO_BYRON 25.157
MEMBER_IN LEWANDOWSKI_DANIELLE 88.116
MEMBER_IN BUFFETT_FRANKIE 15.866
INTEL_DIVIDE
MEMBER_IN BEZOS_KORAY 19.616
MEMBER_IN POYRAZOGLU_PHILIP 5.367
MEMBER_IN TERIM_JONATHAN 40.058
MEMBER_IN KNEZEVIC_TIMOTHY 77.340
MEMBER_IN INONU_LATOYA 18.392
MEMBER_IN ESCOBAR_FREDDIE 12.770
MEMBER_IN MBAPPE_JOCELYN 32.107
MEMBER_IN GENOVESE_GINGER 64.291
MEMBER_IN GUS_KIMBERLY 71.299
MEMBER_IN SZYMCZAK_ALFREDO 59.884
INTEL_DIVIDE
MEMBER_IN GUS_JANICE 80.966
MEMBER_IN MARKOVIC_JESSICA 69.920
MEMBER_IN MESSI_SHEILA 27.883
MEMBER_IN MORGAN_MOLLY 88.825
MEMBER_IN SZYMANSKI_TROY 45.850
MEMBER_IN ZUCKERBERG_ROGELIO 63.959
MEMBER_IN MORGAN_CHRIS 98.019
MEMBER_IN COLOMBO_TRUDY 62.904
MEMBER_IN FORD_JORGE 87.422
MEMBER_IN RIZZI_CANDICE 70.524
INTEL_DIVIDE
MEMBER_IN KAMINSKI_JOHANNA 41.160
MEMBER_IN ROSATO_ANA 86.031
MEMBER_IN NIKOLIC_TRINA 9.857
MEMBER_IN WHITE_JANELLE 67.130
MEMBER_IN GENOVESE_DEVIN 76.125
MEMBER_IN CLEMENZA_THERESE 34.410
MEMBER_IN LEWANDOWSKI_ELIZABETH 60.759
MEMBER_IN DEMIREL_DEBRA 28.531
MEMBER_IN TESSIO_MADELINE 92.259
MEMBER_IN DEMIR_DAN 13.158
INTEL_DIVIDE
MEMBER_IN KNEZEVIC_MEREDITH 7.659
MEMBER_IN JANKOWSKI_JEN 31.119
MEMBER_IN RONALDO_CHRISTIE 91.570
MEMBER_IN KNEZEVIC_RAMON 72.003
MEMBER_IN WALTON_JESUS 6.168
MEMBER_IN GOTTI_FAITH 90.433
MEMBER_IN SZYMANSKI_WILLIAM 54.230
MEMBER_IN BEZOS_TONY 75.166
MEMBER_IN PETROVIC_REBEKAH 7.898
MEMBER_IN ELLISON_LAURIE 80.950
INTEL_DIVIDE
MEMBER_IN STRACCI_ELIAS 88.143
MEMBER_IN ELLISON_PAIGE 73.402
MEMBER_IN KILIC_IRENE 67.547
MEMBER_IN LUCCHESE_PAM 94.851
MEMBER_IN CORLEONE_JUSTIN 68.776
MEMBER_IN TESSIO_KRISTIN 34.748
MEMBER_IN TATTAGLIA_ANDREA 25.363
MEMBER_IN SLIM_KELVIN 21.582
MEMBER_IN CICCI_ZACHARY 79.762
MEMBER_IN CLEMENZA_JOANN 27.878
INTEL_DIVIDE
MEMBER_IN MANCINI_CHERI 48.759
MEMBER_IN CORLEONE_TYRONE 70.531
MEMBER_IN KWIATKOWSKI_NORMA 2.273
MEMBER_IN GOTTI_CHRISTIE 18.531
MEMBER_IN BENZEMA_NAOMI 31.536
MEMBER_IN TATTAGLIA_ANDRES 2.610
MEMBER_IN ESCOBAR_CLAUDIA 58.346
MEMBER_IN TATTAGLIA_ANDREW 33.701
MEMBER_IN STANKOVIC_DENA 70.294
MEMBER_IN ELLISON_TINA 39.196
INTEL_DIVIDE
MEMBER_IN NOWAK_SALVATORE 98.684
MEMBER_IN PINKMAN_HOPE 57.687
MEMBER_IN ROCKEFELLER_CONNIE 99.722
MEMBER_IN MANCINI_TRISHA 23.657
MEMBER_IN MOEGREENE_JULIO 64.283
MEMBER_IN RIZZI_ROGELIO 37.975
MEMBER_IN RIZZI_RAY 62.958
MEMBER_IN WOJCIK_RAMON 39.226
MEMBER_IN STOJANOVIC_SHERRI 69.971
MEMBER_IN WALTON_LORRAINE 74.436
INTEL_DIVIDE
MEMBER_IN MANCINI_ELENA 49.367
MEMBER_IN SZYMANSKI_KYLE 79.494
MEMBER_IN KARTAL_ISRAEL 50.652
MEMBER_IN GOTTI_DAVID 20.873
MEMBER_IN ROTH_ALEXANDER 68.367
MEMBER_IN STOJANOVIC_SHERRY 72.258
MEMBER_IN STOJANOVIC_RAQUEL 46.302
MEMBER_IN DEMIREL_LYNNE 97.276
MEMBER_IN ERDOGAN_JILL 9.777
MEMBER_IN TADIC_BUDDY 59.269
INTEL_DIVIDE
MEMBER_IN IVANOVIC_WHITNEY 68.759
MEMBER_IN ESCOBAR_MARION 45.002
MEMBER_IN GATES_DOREEN 74.092
MEMBER_IN ZUCKERBERG_MICHELLE 81.373
MEMBER_IN KILIC_SHELLY 78.181
MEMBER_IN ROCKEFELLER_TYLER 38.241
MEMBER_IN GAMBINO_WESLEY 65.875
MEMBER_IN SOPRANO_GILBERT 3.443
MEMBER_IN SZYMANSKI_TERRANCE 87.499
MEMBER_IN GUS_TAMMIE 72.304
INTEL_DIVIDE
MEMBER_IN ROSATO_SARA 93.761
MEMBER_IN KOWALCZYK_KATHLEEN 26.128
MEMBER_IN MANCINI_MONICA 60.918
MEMBER_IN GOODMAN_EDUARDO 59.386
MEMBER_IN DEMIREL_NATALIE 75.079
MEMBER_IN WALTON_JESSE 36.195
MEMBER_IN GUS_DARIN 40.734
MEMBER_IN POYRAZOGLU_GINGER 8.487
MEMBER_IN ROTH_TRICIA 63.427
MEMBER_IN KARTAL_HOLLY 59.289
INTEL_DIVIDE
MEMBER_IN BONANNO_MAE 70.990
MEMBER_IN ROTH_KADIR 20.179
MEMBER_IN KOWALCZYK_BETHANY 79.293
MEMBER_IN JANKOWSKI_JAN 92.755
MEMBER_IN WOJCIECHOWSKI_MAYRA 71.810
MEMBER_IN AGUERO_JOE 56.174
MEMBER_IN BEZOS_ELLEN 45.294
MEMBER_IN WALTON_ISAAC 2.043
MEMBER_IN PINKMAN_ARTHUR 84.417
MEMBER_IN GUS_CAROLE 84.302
INTEL_DIVIDE
MEMBER_IN GENOVESE_MELINDA 94.805
MEMBER_IN JANKOWSKI_JAY 5.106
MEMBER_IN BONANNO_MAX 79.181
MEMBER_IN POYRAZOGLU_LUCY 51.197
MEMBER_IN SOYLU_SYLVIA 9.756
MEMBER_IN PEKER_JONATHAN 54.512
MEMBER_IN FORD_ALAN 10.658
MEMBER_IN ZASA_DELORES 50.252
MEMBER_IN STOJANOVIC_DOREEN 4.075
MEMBER_IN SZYMANSKI_KERRI 62.798
INTEL_DIVIDE
MEMBER_IN WHITE_VINCENT 59.607
MEMBER_IN SOYLU_EDMUND 50.565
MEMBER_IN ZIELINSKI_DARYL 80.431
MEMBER_IN TRAJKOVSKI_MINNIE 22.742
MEMBER_IN CORLEONE_CLIFFORD 58.305
MEMBER_IN ZIELINSKI_IRENE 84.501
MEMBER_IN JANKOWSKI_BOBBI 46.108
MEMBER_IN SLIM_DEBRA 41.334
MEMBER_IN DEMIR_DEE 90.369
MEMBER_IN TATTAGLIA_SANDRA 8.417
INTEL_DIVIDE
MEMBER_IN SOPRANO_MUSTAFA 97.968
MEMBER_IN IVANOVIC_HANNAH 58.143
MEMBER_IN WALTON_CASSANDRA 13.127
MEMBER_IN GUS_IRENE 81.802
MEMBER_IN WOJCIECHOWSKI_PHILIP 15.065
MEMBER_IN CLEMENZA_TABITHA 42.438
MEMBER_IN ESCOBAR_MARINA 87.220
MEMBER_IN JESUS_MARGIE 70.474
MEMBER_IN ROSATO_SAUL 25.431
MEMBER_IN SZYMCZAK_KATHRYN 43.314
INTEL_DIVIDE
MEMBER_IN SZYMCZAK_ANITA 18.544
MEMBER_IN AGUERO_MABEL 52.659
MEMBER_IN WOZNIAK_DORA 89.756
MEMBER_IN KOVACEVIC_PATTI 88.775
MEMBER_IN JOBS_FRANKIE 93.664
MEMBER_IN SOYLU_MIRIAM 84.340
MEMBER_IN JANKOWSKI_JOE 98.315
MEMBER_IN TESSIO_FRAN 80.436
MEMBER_IN PETROVIC_JONATHAN 55.129
MEMBER_IN GAMBINO_MARCELLA 94.306
INTEL_DIVIDE
MEMBER_IN POYRAZOGLU_HILDA 94.333
MEMBER_IN SZYMCZAK_ROXANNE 96.275
MEMBER_IN CATLI_REBEKAH 94.569
MEMBER_IN KILIC_DARYL 41.783
MEMBER_IN SZYMCZAK_CLIFFORD 26.678
MEMBER_IN ELLISON_CORINNE 81.667
MEMBER_IN CORLEONE_ANTONIO 37.434
MEMBER_IN MBAPPE_KAREN 71.409
MEMBER_IN WOZNIAK_MIKE 46.783
MEMBER_IN BONANNO_MEL 64.952
INTEL_DIVIDE
MEMBER_IN JESUS_CARLTON 26.455
MEMBER_IN MESSI_BERNARD 9.739
MEMBER_IN STRACCI_WILLIAM 81.710
MEMBER_IN CORLEONE_ANTONIA 30.844
MEMBER_IN WOJCIECHOWSKI_JOSIE 63.657
MEMBER_IN KOVACEVIC_PATTY 55.319
MEMBER_IN CLEMENZA_KATIE 13.375
MEMBER_IN CUNEO_TABITHA 21.291
MEMBER_IN PENTANGELI_TYRONE 87.820
MEMBER_IN RIZZI_DICK 80.420
INTEL_DIVIDE
MEMBER_IN SZYMCZAK_SANDY 8.106
MEMBER_IN CLEMENZA_KATHY 89.962
MEMBER_IN ERDOGAN_WES 15.375
MEMBER_IN TESSIO_BERT 14.413
MEMBER_IN SZYMCZAK_SANDI 56.733
MEMBER_IN SLIM_LYNNE 4.246
MEMBER_IN JESUS_GORDON 92.503
MEMBER_IN YILMAZ_RICKY 35.540
MEMBER_IN BENZEMA_WENDELL 82.830
MEMBER_IN TESSIO_BETH 10.230
INTEL_DIVIDE
MEMBER_IN KARTAL_KELVIN 65.568
MEMBER_IN WOZNIAK_DOUG 31.168
MEMBER_IN MBAPPE_VAN 13.197
MEMBER_IN ESCOBAR_MARISA 4.383
MEMBER_IN MBAPPE_VICTOR 72.809
MEMBER_IN ERBAKAN_ERICK 21.982
MEMBER_IN LEWANDOWSKI_BUD 85.166
MEMBER_IN WOJCIECHOWSKI_SUE 79.376
MEMBER_IN MESSI_MONIQUE 14.950
MEMBER_IN ELLISON_ROLAND 41.519
INTEL_DIVIDE
MEMBER_IN BEZOS_REBECCA 90.968
MEMBER_IN TERIM_FRANKLIN 29.142
MEMBER_IN JOVANOVIC_LORRAINE 67.431
MEMBER_IN ERDOGAN_MEREDITH 33.092
MEMBER_IN KWIATKOWSKI_EDGAR 21.936
MEMBER_IN JOVANOVIC_NATHAN 79.059
MEMBER_IN KARTAL_KAREN 17.067
MEMBER_IN ERBAKAN_SONIA 1.047
MEMBER_IN TADIC_ROBERT 28.144
MEMBER_IN NEYMAR_BEATRICE 96.489
INTEL_DIVIDE
MEMBER_IN MORGAN_LOREN 98.522
MEMBER_IN RONALDO_RICK 1.769
MEMBER_IN ZUCKERBERG_IGNACIO 83.684
MEMBER_IN BUFFETT_CANDICE 94.352
MEMBER_IN YILMAZ_JOEL 54.979
MEMBER_IN COLOMBO_JEANETTE 28.031
MEMBER_IN DEMIR_DON 40.266
MEMBER_IN ZASA_ANGEL 77.813
MEMBER_IN NOWAK_TYLER 60.525
MEMBER_IN BEZOS_GINA 43.301
INTEL_DIVIDE
MEMBER_IN ZIELINSKI_DENNIS 74.680
MEMBER_IN SLIM_GREGORY 37.848
MEMBER_IN ROTH_CAROLYN 20.123
MEMBER_IN ERBAKAN_SONJA 53.816
MEMBER_IN MARIC_CURTIS 60.944
MEMBER_IN FORD_CAROLE 79.691
MEMBER_IN IVANOVIC_CLYDE 57.212
MEMBER_IN MORGAN_CAROLYN 12.401
MEMBER_IN ROSATO_RENEE 82.993
MEMBER_IN BARZINI_SAM 67.481
INTEL_DIVIDE
MEMBER_IN KACZMAREK_CARRIE 15.007
MEMBER_IN AGUERO_JEN 34.028
MEMBER_IN ERBAKAN_LUCY 65.385
MEMBER_IN ROSATO_ANNE 82.164
MEMBER_IN YILMAZ_JODY 21.022
MEMBER_IN WOJCIK_MARGARITA 63.066
MEMBER_IN NEYMAR_LORENA 10.117
MEMBER_IN DEMIREL_LYNDA 22.720
MEMBER_IN TATTAGLIA_TERRANCE 83.282
MEMBER_IN SZYMANSKI_KERIM 10.470
INTEL_DIVIDE
MEMBER_IN TERIM_CAROLINE 26.332
MEMBER_IN INONU_TYRONE 50.381
MEMBER_IN TERIM_CAROLINA 61.126
MEMBER_IN KOCH_PETE 24.106
MEMBER_IN SZYMANSKI_LAWRENCE 67.008
MEMBER_IN DEMIREL_BRUCE 30.060
MEMBER_IN SZYMANSKI_GABRIELA 6.031
MEMBER_IN KNEZEVIC_FREDDIE 98.163
MEMBER_IN DEMIR_MARSHALL 1.807
MEMBER_IN CORLEONE_GUADALUPE 19.385
INTEL_DIVIDE
MEMBER_IN MBAPPE_LUTHER 16.241
MEMBER_IN CLEMENZA_LANCE 27.645
MEMBER_IN ERBAKAN_WANDA 79.713
MEMBER_IN YILMAZ_JODI 96.508
MEMBER_IN MESSI_LILLIAN 5.007
MEMBER_IN RIZZI_SUE 73.300
MEMBER_IN KARTAL_RICKY 29.874
MEMBER_IN CATLI_BRITTANY 64.631
MEMBER_IN ADELSON_MARCELLA 58.526
MEMBER_IN BARZINI_ANNETTE 76.229
INTEL_DIVIDE
MEMBER_IN STOJANOVIC_DEBORA 78.213
MEMBER_IN SLIM_BRYAN 86.685
MEMBER_IN BEZOS_MIRANDA 16.107
MEMBER_IN SOYLU_JARED 69.154
MEMBER_IN MBAPPE_RAY 25.888
MEMBER_IN MARIC_DENA 79.906
MEMBER_IN WOJCIECHOWSKI_ELIAS 80.438
MEMBER_IN JOBS_GWENDOLYN 88.588
MEMBER_IN SALAH_BLANCA 14.960
MEMBER_IN NIKOLIC_THELMA 79.994
INTEL_DIVIDE
MEMBER_IN KILIC_ANGELO 76.249
MEMBER_IN WHITE_DICK 1.790
MEMBER_IN YILMAZ_HEATHER 89.268
MEMBER_IN COLOMBO_RAMON 85.604
MEMBER_IN LEWANDOWSKI_LANCE 82.604
MEMBER_IN MESSI_TREVOR 2.036
