KILIC_EMRE 64.762
MEMBER_IN KARTAL_ABIGAIL 48.282
MEMBER_IN KOCAMAN_TERRY 28.478
MEMBER_IN WOJCIK_KAY 45.680
MEMBER_IN RIZZI_IAN 77.035
MEMBER_IN MANE_JAKE 98.521
MEMBER_IN GOODMAN_WALLACE 61.731
MEMBER_IN SOPRANO_SANDRA 41.768
MEMBER_IN TESSIO_CHARLES 94.512
MEMBER_IN TATTAGLIA_CARROLL 52.729
MEMBER_IN SZYMCZAK_BRIAN 40.889
MEMBER_IN TATTAGLIA_VERNA 22.605
MEMBER_IN GATES_BILL 20.581
MEMBER_IN CLEMENZA_JONI 24.739
MEMBER_IN KOCAMAN_EDGAR 43.014
MEMBER_IN BARZINI_JOE 73.117
MEMBER_IN KAMINSKI_OGUZ 69.857
MEMBER_IN KAYA_IRIS 33.374
MEMBER_IN MBAPPE_ARNOLD 2.510
MEMBER_IN MOEGREENE_LAUREL 78.607
MEMBER_IN BEZOS_GALE 60.042
MEMBER_IN MOEGREENE_LAUREN 38.604
MEMBER_IN KILIC_JIMMY 32.931
MEMBER_IN COLOMBO_SALVATORE 40.194
MEMBER_IN MARKOVIC_JUSTIN 81.534
MEMBER_IN KOCAMAN_SALLY 76.168
MEMBER_IN CATLI_JAYNE 36.276
MEMBER_IN KNEZEVIC_TRINA 52.194
MEMBER_IN MANE_ROBIN 30.340
MEMBER_IN GOODMAN_TONY 13.415
MEMBER_IN POYRAZOGLU_MARIBEL 98.971
MEMBER_IN MOEGREENE_ERICK 20.145
MEMBER_IN MOEGREENE_THELMA 95.636
MEMBER_IN ROCKEFELLER_ALEXIS 67.240
MEMBER_IN ROSATO_SANTOS 2.559
MEMBER_IN RONALDO_JESSIE 99.532
MEMBER_IN ROTH_DOROTHY 0.718
MEMBER_IN WOJCIK_TRINA 39.435
MEMBER_IN LUCCHESE_ALEXIS 7.308
MEMBER_IN SZYMCZAK_ROBIN 17.462
MEMBER_IN MANE_ALEXIS 55.075
MEMBER_IN JOBS_FRANCES 92.697
MEMBER_IN KNEZEVIC_VICKI 18.755
MEMBER_IN SALAH_JIMMY 31.663
MEMBER_IN ROCKEFELLER_HOWARD 7.343
MEMBER_IN KNEZEVIC_MARSHALL 56.850
MEMBER_IN JOBS_DENA 46.027
MEMBER_IN MOEGREENE_SONYA 28.498
MEMBER_IN TERIM_JODY 29.592
MEMBER_IN MANE_JANE 5.553
MEMBER_IN WOJCIK_KEN 2.081
MEMBER_IN MANE_NATALIE 47.442
MEMBER_IN GENOVESE_TOMMY 8.677
MEMBER_IN BUFFETT_MEREDITH 63.065
MEMBER_IN SOPRANO_HEATHER 42.332
MEMBER_IN DEMIR_KRISTIN 77.652
MEMBER_IN NOWAK_BRET 13.741
MEMBER_IN TERIM_JODI 97.830
MEMBER_IN GATES_KRYSTAL 61.749
MEMBER_IN KWIATKOWSKI_CARROLL 18.901
MEMBER_IN DEMIR_ADRIANA 16.410
MEMBER_IN PETROVIC_JOE 97.406
MEMBER_IN MESSI_DARYL 90.831
MEMBER_IN MANE_SANTIAGO 61.185
MEMBER_IN MANE_HOWARD 11.546
MEMBER_IN TESSIO_CHARLIE 12.547
MEMBER_IN SOYLU_SUZANNE 71.159
MEMBER_IN KWIATKOWSKI_TANYA 11.056
MEMBER_IN YILMAZ_KATHRYN 24.926
MEMBER_IN POYRAZOGLU_STACY 91.379
MEMBER_IN SZYMCZAK_SANDRA 5.158
MEMBER_IN DEMIREL_CESAR 98.908
MEMBER_IN TERIM_JOEL 30.254
MEMBER_IN TRAJKOVSKI_ARMANDO 33.820
MEMBER_IN ZIELINSKI_JIMMY 12.185
MEMBER_IN MANE_EMILY 48.810
MEMBER_IN POYRAZOGLU_THERESE 22.421
MEMBER_IN GENOVESE_STACY 84.461
MEMBER_IN POYRAZOGLU_TOMMY 42.487
MEMBER_IN GUS_HARRIET 19.260
MEMBER_IN GOODMAN_GINA 29.305
MEMBER_IN ERBAKAN_KELVIN 75.181
MEMBER_IN STOJANOVIC_ROSALIE 30.111
MEMBER_IN DEMIR_JAYNE 37.921
MEMBER_IN KOWALCZYK_REGINA 40.931
MEMBER_IN CLEMENZA_JOSH 75.437
MEMBER_IN JOVANOVIC_ALBERT 90.280
MEMBER_IN PENTANGELI_BILL 93.957
MEMBER_IN MARIC_CARRIE 29.346
MEMBER_IN NEYMAR_KATHLEEN 93.019
MEMBER_IN CUNEO_SYLVIA 92.645
MEMBER_IN MOEGREENE_LAURIE 1.298
MEMBER_IN ELLISON_ALICIA 39.624
MEMBER_IN DEMIREL_LUIS 95.084
MEMBER_IN JANKOWSKI_ABEL 84.761
MEMBER_IN GENOVESE_GRANT 63.708
MEMBER_IN AGUERO_KATRINA 51.915
MEMBER_IN MORGAN_WHITNEY 75.017
MEMBER_IN BONANNO_THERESE 64.114
MEMBER_IN ADELSON_SHARON 75.249
MEMBER_IN DEMIREL_LUCY 5.989
MEMBER_IN KNEZEVIC_KATHLEEN 6.297
MEMBER_IN MANCINI_CLYDE 11.413
MEMBER_IN MANE_GRETCHEN 98.378
MEMBER_IN BARZINI_ALEXANDER 29.227
MEMBER_IN BENZEMA_JESSIE 25.581
MEMBER_IN ROCKEFELLER_MONIQUE 62.824
MEMBER_IN STRACCI_SIDNEY 91.862
MEMBER_IN JOBS_FRANCIS 1.117
MEMBER_IN MARKOVIC_YOUNG 51.983
MEMBER_IN ZUCKERBERG_MARINA 23.488
MEMBER_IN NEYMAR_JOHNNY 75.126
MEMBER_IN CLEMENZA_JODI 25.469
MEMBER_IN SZYMCZAK_TANYA 74.189
MEMBER_IN KWIATKOWSKI_BRIAN 39.918
MEMBER_IN WALTON_KATHERINE 80.526
MEMBER_IN SOPRANO_WILLARD 21.321
MEMBER_IN JANKOWSKI_ABBY 41.671
MEMBER_IN CLEMENZA_JODY 89.985
MEMBER_IN MARKOVIC_BEVERLY 29.105
MEMBER_IN NIKOLIC_NICOLAS 57.187
MEMBER_IN GOODMAN_FRANKLIN 89.085
MEMBER_IN OZDEMIR_MARGARITA 31.122
MEMBER_IN SZYMCZAK_FRANCIS 70.020
MEMBER_IN CLEMENZA_JOEL 37.688
MEMBER_IN PETROVIC_JAN 10.159
MEMBER_IN YILMAZ_ROBERT 11.257
MEMBER_IN MESSI_DEBORA 60.903
MEMBER_IN MARKOVIC_WILLIAM 32.074
MEMBER_IN SLIM_BERNARD 6.425
MEMBER_IN HEISENBERG_KATHRYN 10.799
MEMBER_IN MBAPPE_CLINT 84.776
MEMBER_IN KOCAMAN_BEATRIZ 0.551
MEMBER_IN KOWALSKI_SAM 88.886
MEMBER_IN KARTAL_EUGENE 99.985
MEMBER_IN JOVANOVIC_CATHY 18.109
MEMBER_IN JOVANOVIC_ALFRED 70.773
MEMBER_IN LEWANDOWSKI_DOROTHY 78.894
MEMBER_IN PETROVIC_JAY 83.661
MEMBER_IN BEZOS_LOUIS 83.440
MEMBER_IN WOJCIECHOWSKI_IRA 85.097
MEMBER_IN STOJANOVIC_LENA 79.913
MEMBER_IN GUS_GERRY 48.829
MEMBER_IN KILIC_MARGIE 40.494
MEMBER_IN RONALDO_PABLO 35.995
MEMBER_IN BARZINI_JEN 64.471
MEMBER_IN KOWALCZYK_CATHY 79.091
MEMBER_IN ZUCKERBERG_MARISA 80.828
MEMBER_IN STANKOVIC_MARCELLA 21.631
MEMBER_IN IVANOVIC_SALVATORE 76.059
MEMBER_IN WOJCIECHOWSKI_DENISE 42.302
MEMBER_IN GAMBINO_LESTER 37.220
MEMBER_IN GENOVESE_DEAN 18.480
MEMBER_IN TESSIO_BRADLEY 53.499
MEMBER_IN TADIC_DANIELLE 74.916
MEMBER_IN IVANOVIC_RAQUEL 7.936
MEMBER_IN SOYLU_JULIAN 38.706
MEMBER_IN BENZEMA_BEATRICE 13.821
MEMBER_IN KOCAMAN_WILMA 1.917
MEMBER_IN PINKMAN_BRETT 63.257
MEMBER_IN MESSI_CRYSTAL 15.512
MEMBER_IN BEZOS_MITCHELL 82.834
MEMBER_IN PETROVIC_EDUARDO 17.069
MEMBER_IN MANE_TANYA 56.945
MEMBER_IN POYRAZOGLU_DEAN 76.589
MEMBER_IN BEZOS_CHUCK 90.380
MEMBER_IN PENTANGELI_BEATRIZ 6.628
MEMBER_IN WOJCIK_VICKI 96.868
MEMBER_IN ZASA_BRITTANY 82.394
MEMBER_IN CICCI_MONIQUE 90.900
MEMBER_IN LEWANDOWSKI_SERGIO 44.267
MEMBER_IN BARZINI_JAY 91.646
MEMBER_IN CICCI_OLIVIA 77.386
MEMBER_IN BEZOS_MEL 52.093
MEMBER_IN TATTAGLIA_ANGEL 22.458
MEMBER_IN SZYMCZAK_FRANCES 96.641
MEMBER_IN PEKER_TREVOR 69.391
MEMBER_IN PETROVIC_JEN 5.629
MEMBER_IN KILIC_WENDELL 25.731
MEMBER_IN GENOVESE_ROLANDO 4.155
MEMBER_IN MORGAN_OGUZ 22.196
MEMBER_IN TADIC_CARROLL 65.435
MEMBER_IN WOJCIK_LORRAINE 80.302
MEMBER_IN GUZMAN_HANNAH 26.417
MEMBER_IN GAMBINO_RICKEY 44.204
MEMBER_IN FORD_JOHANNA 28.118
MEMBER_IN GATES_YOUNG 30.995
MEMBER_IN KAMINSKI_KELLIE 29.508
MEMBER_IN NIKOLIC_JORGE 6.322
MEMBER_IN SOYLU_GREGORY 57.509
MEMBER_IN YILMAZ_MARTHA 29.291
MEMBER_IN LUCCHESE_BYRON 32.940
MEMBER_IN ZUCKERBERG_MARION 98.724
MEMBER_IN BARZINI_JAN 41.723
MEMBER_IN WHITE_JEREMIAH 17.432
MEMBER_IN COLOMBO_OKAN 70.951
MEMBER_IN ADELSON_LORRAINE 72.296
MEMBER_IN MOEGREENE_GRETCHEN 37.553
MEMBER_IN ZUCKERBERG_KEITH 28.618
MEMBER_IN ROTH_SHAWN 16.248
MEMBER_IN TESSIO_HILDA 48.965
MEMBER_IN SOPRANO_PAIGE 64.790
MEMBER_IN DEMIR_CHRISTIE 96.870
MEMBER_IN GUZMAN_CAMERON 32.656
MEMBER_IN GUZMAN_RODERICK 95.880
MEMBER_IN ZUCKERBERG_JACOB 81.378
MEMBER_IN COLOMBO_RANDALL 4.961
MEMBER_IN ZUCKERBERG_DEAN 28.457
MEMBER_IN WHITE_HERMAN 73.366
MEMBER_IN WOJCIECHOWSKI_IGNACIO 99.687
MEMBER_IN WOJCIK_JOE 41.547
MEMBER_IN SZYMCZAK_KARA 41.577
MEMBER_IN DEMIREL_AARON 81.103
MEMBER_IN NOWAK_ROBERTO 77.112
MEMBER_IN ZASA_ANNETTE 51.596
MEMBER_IN RONALDO_ELSA 59.839
MEMBER_IN ERDOGAN_ALEXIS 51.081
MEMBER_IN TRAJKOVSKI_JACQUELYN 70.264
MEMBER_IN LUCCHESE_LOIS 51.563
MEMBER_IN ROTSHCHILD_MEL 91.455
MEMBER_IN MANCINI_JOYCE 16.741
MEMBER_IN KAYA_MARIBEL 40.403
MEMBER_IN ZASA_VITOR 70.519
MEMBER_IN SZYMCZAK_KARL 2.334
MEMBER_IN JANKOWSKI_LORENA 22.775
MEMBER_IN MARKOVIC_SABRINA 78.404
MEMBER_IN AGUERO_REBEKAH 87.894
MEMBER_IN ROSATO_SERGIO 95.580
MEMBER_IN STANKOVIC_BEATRIZ 59.723
MEMBER_IN TRAJKOVSKI_WALLACE 68.161
MEMBER_IN ERDOGAN_HOWARD 23.487
MEMBER_IN GENOVESE_TOMAS 77.405
MEMBER_IN DEMIR_CANDICE 0.092
MEMBER_IN SLIM_DELIA 16.309
MEMBER_IN GOODMAN_ARMANDO 21.223
MEMBER_IN CUNEO_CAROLE 12.303
MEMBER_IN RIZZI_GERRY 65.900
MEMBER_IN SZYMCZAK_CHARLENE 66.314
MEMBER_IN SLIM_KYLE 62.440
MEMBER_IN WOZNIAK_PHILIP 56.423
MEMBER_IN NOWAK_VICTORIA 96.363
MEMBER_IN ZASA_JILL 86.615
MEMBER_IN SLIM_AARON 28.336
MEMBER_IN OZDEMIR_ARNOLD 90.258
MEMBER_IN SOYLU_JULIUS 58.747
MEMBER_IN GOODMAN_JAVIER 64.369
MEMBER_IN AGUERO_KEREM 39.496
MEMBER_IN MARKOVIC_MUSTAFA 14.115
MEMBER_IN LUCCHESE_LOLA 57.336
MEMBER_IN DEMIR_GWENDOLYN 10.033
MEMBER_IN WOJCIECHOWSKI_JAN 82.031
MEMBER_IN ZASA_CORINNE 67.378
MEMBER_IN SZYMCZAK_ROBERTO 9.635
MEMBER_IN RONALDO_PENNY 87.385
MEMBER_IN KNEZEVIC_BILL 18.167
MEMBER_IN WOZNIAK_ROLANDO 84.554
MEMBER_IN BONANNO_ABRAHAM 61.960
MEMBER_IN JESUS_EUGENE 15.082
MEMBER_IN PEKER_MELODY 60.701
MEMBER_IN RONALDO_VALERIE 57.389
MEMBER_IN WOJCIECHOWSKI_JAY 78.282
MEMBER_IN KOCH_CARRIE 9.584
MEMBER_IN HEISENBERG_MINDY 97.330
MEMBER_IN DEMIREL_DELIA 54.024
MEMBER_IN MARIC_NATHAN 21.483
MEMBER_IN NIKOLIC_BRITTANY 8.452
MEMBER_IN KOWALSKI_REGINA 60.429
MEMBER_IN JOVANOVIC_CURTIS 18.453
MEMBER_IN WOJCIECHOWSKI_RENEE 21.081
MEMBER_IN ZUCKERBERG_YOUNG 73.380
MEMBER_IN CLEMENZA_CHARLOTTE 0.895
MEMBER_IN TERIM_WESLEY 11.092
MEMBER_IN ROTSHCHILD_AARON 12.858
MEMBER_IN STOJANOVIC_CRYSTAL 95.707
MEMBER_IN TADIC_ALYSSA 16.630
MEMBER_IN MARKOVIC_KRISTI 90.675
MEMBER_IN KAYA_JOSEPH 78.641
MEMBER_IN MANE_TRICIA 14.246
MEMBER_IN JANKOWSKI_BUD 88.985
MEMBER_IN CATLI_MERLE 43.752
MEMBER_IN YILMAZ_KELVIN 45.893
MEMBER_IN MANCINI_CURTIS 66.139
MEMBER_IN SLIM_LAWRENCE 90.230
MEMBER_IN TESSIO_FELIX 83.703
MEMBER_IN DEMIREL_ALYSSA 53.779
MEMBER_IN STOJANOVIC_ZACHARY 20.712
MEMBER_IN PETROVIC_RANDOLPH 19.553
MEMBER_IN MARKOVIC_KRISTA 39.419
MEMBER_IN SZYMCZAK_KATE 0.825
MEMBER_IN SZYMANSKI_CARROLL 22.161
MEMBER_IN MARKOVIC_KRISTY 39.251
MEMBER_IN HEISENBERG_GAYLE 4.727
MEMBER_IN GENOVESE_KELLEY 25.680
MEMBER_IN NOWAK_KENNY 66.939
MEMBER_IN MANE_BRIAN 46.052
MEMBER_IN ADELSON_SABRINA 26.263
MEMBER_IN OZDEMIR_SHEILA 13.304
MEMBER_IN TESSIO_LINDSAY 16.880
MEMBER_IN BEZOS_PATTI 99.961
MEMBER_IN GAMBINO_KELVIN 54.072
MEMBER_IN PETROVIC_IRA 57.290
MEMBER_IN LUCCHESE_LORI 65.561
MEMBER_IN WOJCIECHOWSKI_JEN 2.734
MEMBER_IN SOPRANO_YUNUS 66.791
MEMBER_IN TESSIO_MARGIE 64.417
MEMBER_IN BEZOS_HERBERT 60.065
MEMBER_IN GENOVESE_KELLIE 57.508
MEMBER_IN YILMAZ_GENEVIEVE 49.869
MEMBER_IN RONALDO_ELLA 14.861
MEMBER_IN SOPRANO_JACK 52.043
MEMBER_IN BEZOS_RANDOLPH 64.872
MEMBER_IN MANE_GUSTAVO 33.700
MEMBER_IN ADELSON_MUSTAFA 20.492
MEMBER_IN ELLISON_GUY 76.328
MEMBER_IN ZUCKERBERG_JEFFREY 90.449
MEMBER_IN COLOMBO_GERALDINE 38.805
MEMBER_IN NOWAK_MINDY 30.732
MEMBER_IN TESSIO_JOHANNA 34.683
MEMBER_IN WOJCIK_FRED 9.815
MEMBER_IN KOWALSKI_ROD 68.355
MEMBER_IN SOYLU_JESSE 50.924
MEMBER_IN MANE_BECKY 80.265
MEMBER_IN KOWALSKI_ROB 10.008
MEMBER_IN ROTSHCHILD_CARRIE 56.526
MEMBER_IN GOTTI_KENDRA 56.809
MEMBER_IN MBAPPE_LAURA 12.085
MEMBER_IN GOTTI_RACHAEL 51.896
MEMBER_IN SOYLU_ISAAC 11.075
MEMBER_IN WOJCIECHOWSKI_ROXANNE 74.715
MEMBER_IN BEZOS_PATTY 39.141
MEMBER_IN TERIM_FAYE 87.565
MEMBER_IN BARZINI_IRA 5.733
MEMBER_IN JOVANOVIC_CHRISTINE 52.101
MEMBER_IN SLIM_JOHNNY 90.323
MEMBER_IN STRACCI_WILLARD 23.887
MEMBER_IN SALAH_LOIS 58.204
MEMBER_IN GOTTI_KENNETH 34.280
MEMBER_IN ZUCKERBERG_MELISSA 11.591
MEMBER_IN GOTTI_MARSHALL 38.032
MEMBER_IN SZYMCZAK_JOSEPH 36.087
MEMBER_IN LEWANDOWSKI_GALE 35.124
MEMBER_IN GOTTI_GUY 22.582
MEMBER_IN NEYMAR_BERTHA 31.662
MEMBER_IN CATLI_HOLLY 27.797
MEMBER_IN GAMBINO_TIMOTHY 95.682
MEMBER_IN MARKOVIC_RAQUEL 37.114
MEMBER_IN MANE_JACK 0.016
MEMBER_IN JANKOWSKI_RUBY 16.416
MEMBER_IN KOWALSKI_RON 61.308
MEMBER_IN STANKOVIC_DENNIS 15.545
MEMBER_IN KOWALSKI_LUCY 71.603
MEMBER_IN DEMIR_YVONNE 7.488
MEMBER_IN CATLI_LORETTA 50.748
MEMBER_IN DEMIR_REBECCA 28.653
MEMBER_IN ROTH_HOPE 75.651
MEMBER_IN SOYLU_JESUS 33.853
MEMBER_IN ZIELINSKI_MYRA 74.881
MEMBER_IN KACZMAREK_MURIEL 16.227
MEMBER_IN GATES_FREDDIE 70.700
MEMBER_IN SALAH_LOLA 34.941
MEMBER_IN WOJCIECHOWSKI_TRINA 94.554
MEMBER_IN MANCINI_ELMER 75.090
MEMBER_IN TRAJKOVSKI_MELISSA 81.477
MEMBER_IN HEISENBERG_OKAN 83.129
MEMBER_IN IVANOVIC_MARCOS 3.349
MEMBER_IN CORLEONE_ANGELO 3.365
MEMBER_IN ESCOBAR_CANDY 13.066
MEMBER_IN MANE_MORGAN 89.046
MEMBER_IN ERBAKAN_RICKEY 93.055
MEMBER_IN NIKOLIC_KENDRA 1.787
MEMBER_IN KAMINSKI_STAN 79.352
MEMBER_IN GATES_JACOB 74.828
MEMBER_IN KARTAL_ALVIN 35.634
MEMBER_IN KOWALCZYK_BILL 51.135
MEMBER_IN GOTTI_STEFANIE 14.069
MEMBER_IN ROSATO_IAN 59.608
MEMBER_IN ROTSHCHILD_ARNOLD 72.943
MEMBER_IN DEMIREL_LUPE 23.752
MEMBER_IN TRAJKOVSKI_ANDRES 13.993
MEMBER_IN KOCAMAN_SAMMY 7.704
MEMBER_IN TRAJKOVSKI_ANDREW 49.269
MEMBER_IN JOVANOVIC_BOBBI 58.645
MEMBER_IN PENTANGELI_CINDY 89.838
MEMBER_IN JANKOWSKI_RACHAEL 62.311
MEMBER_IN KOWALSKI_LUIS 39.408
MEMBER_IN GOODMAN_DOUGLAS 2.339
MEMBER_IN KOVACEVIC_PATRICK 76.297
MEMBER_IN YILMAZ_LATOYA 61.290
MEMBER_IN WOJCIK_NADINE 19.520
MEMBER_IN ROSATO_ELENA 28.750
MEMBER_IN ROTSHCHILD_MAX 76.597
MEMBER_IN KAMINSKI_TIMOTHY 22.966
MEMBER_IN HEISENBERG_KENNY 1.078
MEMBER_IN RIZZI_JOHANNA 86.004
MEMBER_IN PETROVIC_KRISTIN 13.825
MEMBER_IN ROTSHCHILD_MAE 34.586
MEMBER_IN SALAH_FRANCIS 94.346
MEMBER_IN IVANOVIC_MARCIA 60.283
MEMBER_IN ROSATO_CHERI 67.759
MEMBER_IN TRAJKOVSKI_ANDREA 29.460
MEMBER_IN BEZOS_CANDACE 32.586
MEMBER_IN ZUCKERBERG_MARIAN 18.622
MEMBER_IN GOTTI_JEANETTE 76.009
MEMBER_IN SOPRANO_JOSEPH 47.816
MEMBER_IN ZASA_EDITH 0.927
MEMBER_IN JOVANOVIC_CHRISTINA 45.767
MEMBER_IN ELLISON_PENNY 76.446
MEMBER_IN OZDEMIR_BILL 84.625
MEMBER_IN KARTAL_HANNAH 6.126
MEMBER_IN KAMINSKI_RAMONA 29.979
MEMBER_IN GATES_REGINA 77.032
MEMBER_IN KARTAL_ANNE 51.241
MEMBER_IN STOJANOVIC_LEAH 75.970
MEMBER_IN CATLI_GERALDINE 58.909
MEMBER_IN DEMIR_JOANN 1.569
MEMBER_IN ROTSHCHILD_DELIA 37.126
MEMBER_IN CUNEO_YVONNE 69.873
MEMBER_IN PETROVIC_NELSON 38.056
MEMBER_IN KOVACEVIC_PATRICA 41.381
MEMBER_IN BUFFETT_BYRON 95.747
MEMBER_IN GENOVESE_DENNI 44.017
MEMBER_IN ZUCKERBERG_VERNON 95.977
MEMBER_IN NEYMAR_JORGE 65.765
MEMBER_IN KOVACEVIC_MARCELLA 17.287
MEMBER_IN WALTON_VALERIE 42.097
MEMBER_IN NEYMAR_STEFANIE 43.671
MEMBER_IN RIZZI_CAROLE 44.515
MEMBER_IN GATES_KEITH 3.481
MEMBER_IN KNEZEVIC_DEBBIE 94.765
MEMBER_IN WHITE_TRUDY 18.355
MEMBER_IN STRACCI_HEATHER 89.848
MEMBER_IN GUS_LYNN 3.453
MEMBER_IN SOPRANO_JAKE 62.649
MEMBER_IN ADELSON_JANET 87.449
MEMBER_IN CATLI_KAREN 95.311
MEMBER_IN JESUS_JULIO 64.866
MEMBER_IN CATLI_BERNADETTE 79.383
MEMBER_IN MARIC_MELODY 36.820
MEMBER_IN ROTSHCHILD_MELODY 99.253
MEMBER_IN JESUS_MIRANDA 88.923
MEMBER_IN STRACCI_MARIA 39.414
MEMBER_IN YILMAZ_RICKEY 55.886
MEMBER_IN ESCOBAR_JENNIE 49.028
MEMBER_IN STRACCI_MARIE 34.824
MEMBER_IN BEZOS_CAROLE 83.867
MEMBER_IN STRACCI_MARIO 76.986
MEMBER_IN INONU_VICKI 28.711
MEMBER_IN DEMIREL_TOMAS 33.256
MEMBER_IN DEMIR_EDUARDO 91.837
MEMBER_IN JESUS_HANNAH 50.235
MEMBER_IN KACZMAREK_KATHRYN 35.724
MEMBER_IN CUNEO_NORMA 47.937
MEMBER_IN BUFFETT_RICKY 65.156
MEMBER_IN MOEGREENE_BETSY 90.833
MEMBER_IN CLEMENZA_CAROLE 80.903
MEMBER_IN BUFFETT_HERBERT 73.925
MEMBER_IN TESSIO_JUDY 56.541
MEMBER_IN GUS_JIMMY 12.288
MEMBER_IN RONALDO_CATHERINE 75.348
MEMBER_IN ERBAKAN_TYRONE 95.210
MEMBER_IN JESUS_SHARON 33.239
MEMBER_IN PENTANGELI_MARCELLA 31.321
MEMBER_IN CORLEONE_VELI 80.530
MEMBER_IN GUS_LYLE 81.457
MEMBER_IN KARTAL_CLINT 98.910
MEMBER_IN CORLEONE_CATHY 94.601
MEMBER_IN JANKOWSKI_EMRE 51.613
MEMBER_IN KNEZEVIC_CHRISTINA 14.243
MEMBER_IN GATES_JENNY 88.535
MEMBER_IN ESCOBAR_SARA 1.211
MEMBER_IN KNEZEVIC_CHRISTINE 51.038
MEMBER_IN PENTANGELI_JOHNNY 49.574
MEMBER_IN GUS_VIRGINIA 89.047
MEMBER_IN BONANNO_LENA 56.066
MEMBER_IN ADELSON_ROBBIE 20.219
MEMBER_IN STRACCI_GENEVA 43.202
MEMBER_IN YILMAZ_LAURA 36.552
MEMBER_IN TESSIO_JUAN 68.111
MEMBER_IN MANCINI_ALFRED 85.941
MEMBER_IN KOVACEVIC_LENA 56.667
MEMBER_IN BUFFETT_BUDDY 1.190
MEMBER_IN LEWANDOWSKI_TINA 82.341
MEMBER_IN SOPRANO_JANE 86.697
MEMBER_IN RIZZI_JAY 53.060
MEMBER_IN GATES_JENNA 54.360
MEMBER_IN CATLI_MIRIAM 80.692
MEMBER_IN SZYMCZAK_JUANA 96.457
MEMBER_IN ERBAKAN_GILBERTO 18.962
MEMBER_IN BARZINI_LORENA 82.483
MEMBER_IN WHITE_SILVIA 26.124
MEMBER_IN TADIC_JEFFREY 78.517
MEMBER_IN ELLISON_DELORES 2.613
MEMBER_IN ROTH_SANTOS 85.369
MEMBER_IN ROCKEFELLER_WESLEY 27.810
MEMBER_IN ADELSON_JANIE 45.707
MEMBER_IN SOYLU_BEATRICE 14.187
MEMBER_IN RIZZI_JAN 24.728
MEMBER_IN TATTAGLIA_PETE 40.654
MEMBER_IN AGUERO_RON 15.992
MEMBER_IN CLEMENZA_JANICE 65.664
MEMBER_IN KOWALSKI_RAY 75.343
MEMBER_IN BUFFETT_HARRIET 16.221
MEMBER_IN YILMAZ_JEANETTE 2.166
MEMBER_IN JOBS_ALYSSA 74.919
MEMBER_IN CATLI_PEARL 20.669
MEMBER_IN KNEZEVIC_KARL 99.212
MEMBER_IN ELLISON_JOSEPHINE 19.639
MEMBER_IN KNEZEVIC_KARA 87.829
MEMBER_IN CICCI_LILLIAN 89.961
MEMBER_IN KOCH_MELODY 98.162
MEMBER_IN ADELSON_JANIS 41.357
MEMBER_IN IVANOVIC_SHERRI 98.903
MEMBER_IN ROTH_DONNA 0.724
MEMBER_IN KAMINSKI_REGINALD 38.227
MEMBER_IN KWIATKOWSKI_ANGELICA 42.019
MEMBER_IN STANKOVIC_LUKE 27.988
MEMBER_IN IVANOVIC_ISMAIL 56.179
MEMBER_IN FORD_RUTH 17.175
MEMBER_IN STRACCI_MARCO 2.269
MEMBER_IN KOCAMAN_VICTORIA 31.305
MEMBER_IN CATLI_EDUARDO 4.191
MEMBER_IN YILMAZ_ALVIN 19.893
MEMBER_IN FORD_RUSS 93.044
MEMBER_IN MOEGREENE_PATRICA 51.066
MEMBER_IN AGUERO_ROB 29.732
MEMBER_IN IVANOVIC_SHERRY 25.665
MEMBER_IN ADELSON_CHRISTI 12.918
MEMBER_IN AGUERO_ROD 90.075
MEMBER_IN TRAJKOVSKI_DOUGLAS 57.450
MEMBER_IN MARIC_BETSY 11.228
MEMBER_IN LUCCHESE_HERMAN 25.916
MEMBER_IN MANE_TAMMY 84.053
MEMBER_IN AGUERO_KERRI 82.346
MEMBER_IN WOJCIK_KARL 55.926
MEMBER_IN STANKOVIC_LUIS 1.000
MEMBER_IN WOJCIK_KARA 39.094
MEMBER_IN DEMIR_KAREN 92.620
MEMBER_IN GAMBINO_DARYL 23.767
MEMBER_IN MANCINI_ALBERT 74.011
MEMBER_IN TRAJKOVSKI_BRYAN 81.075
MEMBER_IN ESCOBAR_ANDY 75.555
MEMBER_IN ROSATO_AMANDA 73.517
MEMBER_IN MANE_SILVIA 14.566
MEMBER_IN AGUERO_MORRIS 15.530
MEMBER_IN GOODMAN_MELISSA 71.749
MEMBER_IN WOJCIK_JAN 86.327
MEMBER_IN YILMAZ_ISRAEL 13.239
MEMBER_IN NIKOLIC_MAYRA 73.952
MEMBER_IN ESCOBAR_SAUL 46.230
MEMBER_IN CUNEO_JONATHAN 53.089
MEMBER_IN MANE_YIGIT 17.319
MEMBER_IN KOVACEVIC_ELMER 16.976
MEMBER_IN CICCI_PHILLIP 59.122
MEMBER_IN PEKER_NATHAN 49.740
MEMBER_IN WOJCIECHOWSKI_JOE 58.145
MEMBER_IN BONANNO_VAN 95.249
MEMBER_IN WOJCIK_JAY 56.655
MEMBER_IN KOCH_HERBERT 59.921
MEMBER_IN PETROVIC_KEN 43.317
MEMBER_IN JANKOWSKI_BOB 19.162
MEMBER_IN BEZOS_LIZ 24.438
MEMBER_IN MARKOVIC_SHERYL 26.732
MEMBER_IN KOCH_ARNOLD 92.203
MEMBER_IN JOVANOVIC_FRANCIS 44.625
MEMBER_IN KARTAL_ANDY 93.665
